user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Achuth.B.S,"Kerala, India","Biotechnology Student, Photo Blogger, Creator @TPPwebsite",25-01-2015 05:29,54,308,2058,False,11-08-2020 15:47,"COVID-19 Vaccine From Russia Makes a New Hope
https://t.co/DfoL3v1V37

#RussianVaccine #CovidVaccine #COVIDー19… https://t.co/xolh33F4EI","['RussianVaccine', 'CovidVaccine', 'COVIDー19']",Twitter Web App,False
Alexander Kutikov MD,"Philadelphia, USA","Professor & Chief, Urology/Urologic Oncology @FoxChaseCancer / @FCUroOnc | Views Mine | RTs≠E",18-04-2009 01:22,7671,706,10384,True,11-08-2020 15:46,"With #CovidVaccine approval in the news, this interview of the vaccine guru @DrPaulOffit by @ZDoggMD from few days… https://t.co/KNRFbd6W1j",['CovidVaccine'],Twitter Web App,False
🅟🅐🅤🅛 🅜🅐🅒🅚🅞,"Alberta, Canada","""If You Think it’s Expensive to Hire a Professional for the Job, Wait Until You Hire an Amateur""~ Red Adair ~ Be Kind",06-09-2009 17:51,2590,3456,64,False,11-08-2020 15:46,"#Trending 🇨🇦 

Despite scientific skepticism, Russia registers world's first COVID-19 vaccine. #CovidVaccine 

The… https://t.co/aB6FfTj9M6","['Trending', 'CovidVaccine']",Twitter Web App,False
Argnil,India,Follow Me for Indian #Tech Youtubers Video All #News #Unboxing details  🍷📵🎁💕,02-01-2014 16:50,138,29,3140,False,11-08-2020 15:45,"#TechnicalGuruji #technology #technews #TechTalks #CovidVaccine #Vaccine, #5G #Phone Under 10K, #Apple A14, #note 2… https://t.co/aDZhSFlA3l","['TechnicalGuruji', 'technology', 'technews', 'TechTalks', 'CovidVaccine', 'Vaccine', '5G', 'Phone', 'Apple', 'note']",Twitter for Android,False
N Chandrasekar,India,Techpreneur- Fintech Analyst- Global Trader- Blockchain- Crypto - Investor.,11-07-2020 19:08,8,171,80,False,11-08-2020 15:45,"Russia claims first Covid-19 vaccine named “Sputnik V”

#Putin #CovidVaccine","['Putin', 'CovidVaccine']",Twitter for iPhone,False
Total Tollywood,,"Telugu Movie Updates, Movie Reviews, Public Talk and Celebrity Updates",01-01-2020 11:19,15,44,5,False,11-08-2020 15:44,"Russian President Vladimir Putin daughter was vaccinated With first Covid-19 vaccine
watch here -… https://t.co/AH36na0fQs",,Twitter Web App,False
Ayesha Khan ‌‌‌(عائشہ), India,"A Human being for Humanity💁🏻
 Simple living high thinking| 
Alhamdolillah for Everything|🙏🏻
Social Activist |politics Influencer| 
🚆DELHITE 🚈",17-12-2019 08:36,1640,244,12566,False,11-08-2020 15:44,Putin After Announcing #CovidVaccine #Russian https://t.co/rNDFFcaHNd,"['CovidVaccine', 'Russian']",Twitter for Android,False
Telugu Wirals,India,,18-04-2018 09:58,86,104,82,False,11-08-2020 15:44,"Russian President Vladimir Putin daughter was vaccinated With first Covid-19 vaccine | @TeluguWirals 
watch here -… https://t.co/7wk2fcM6Za",,Twitter Web App,False
Filmi Street,Chennai,"Follow us for the latest  updates in Tamil Cinema .     For Movie  Promotions,  Contact - 9514519473",08-07-2014 06:56,17581,987,45166,False,11-08-2020 15:44,"Avoid MEN 😷 follow WOMEN

#CovidVaccine #COVID19India https://t.co/EBvKM038r1","['CovidVaccine', 'COVID19India']",Twitter for Android,False
Harshit Nigam,Prayagraj,,04-06-2019 07:19,0,11,78,False,11-08-2020 15:42,"#RussianVaccine
Breaking : #Russia released world's first #CovidVaccine.

#Putin said ""Russian health ministry has… https://t.co/RfsNJ46281","['RussianVaccine', 'Russia', 'CovidVaccine', 'Putin']",Twitter Web App,False
A R J U N 73🖤,"गांधीनगर, भारत",एक सामान्य भारतीय 🇮🇳,12-05-2020 15:25,10,42,70,False,11-08-2020 15:42,When you find out someone from Moscow developed the Covid Vaccine. #RussianVaccine #CovidVaccine #COVIDー19 https://t.co/QIp0L7SVgU,"['RussianVaccine', 'CovidVaccine', 'COVIDー19']",Twitter for Android,False
Sufiyan Shaikh,"Mumbai, India",I always learn from mistakes of others who take my advice 😎,25-08-2016 09:48,44,43,1498,False,11-08-2020 15:41,"India has successfully prevented a 2nd wave of #coronavirus...
By keeping the 1st one stiil going.🙂
#CovidVaccine
#CoronavirusVaccine","['coronavirus', 'CovidVaccine', 'CoronavirusVaccine']",Twitter for Android,False
Mehtab Aalam,,@civil Engineer,06-08-2020 01:59,0,15,20,False,11-08-2020 15:40,"Good news for us
#COVIDUpdates #CovidVaccine #RussianVaccine https://t.co/k7WZYnXhzV","['COVIDUpdates', 'CovidVaccine', 'RussianVaccine']",Twitter for Android,False
FUMIX,日本宮城県   MiyagiJapan,現憲法を尊重し平和で幸福な世界を。安倍政権打倒。政権交代実現。安倍が決めた法律はすべて廃止。犬猫殺処分禁止。犬猫多頭飼中。I want to create a happy world for everyone in the world.I love cats & dogs.,29-05-2017 15:28,3981,4211,65520,False,11-08-2020 15:40,"Russia approves ＃Covidvaccine '#SputnikV', world watches with worry: All you need to know https://t.co/hqsZYjodn7 @indiatodayより","['Covidvaccine', 'SputnikV']",Twitter Web App,False
mayuR shelaR🍁,,Relatable shits!,15-05-2018 11:50,17,15,84,False,11-08-2020 15:39,"What if, humans converted into 'homo-erectus' in just a year after taking Russian vaccine?
#CovidVaccine",['CovidVaccine'],Twitter for Android,False
Devesh Mittle,Mumbai,In the business of Advertising | Traveller | Foodie | Learner for Technology | Proud Indian.,04-01-2010 11:20,1204,500,9949,False,11-08-2020 15:39,Waiting to just Put In the #CovidVaccine,['CovidVaccine'],Twitter for iPhone,False
Dhruvil Gajjar,"Gujarat, India",I'm not done till I'm on Top Cuz I know I'm born for This l 🇮🇳,04-12-2017 12:45,15491,16645,39470,False,11-08-2020 15:38,"#Russia registers world's first coronavirus vaccine, President 
Vladimir Putin's daughter vaccinated first. 
Hope t… https://t.co/pY3iruA7lA",['Russia'],Twitter for Android,False
sussh,"Ontario, Canada",Doctor and a Driving enthusiast! taunted with a word that has way too much meaning in life than life itself. #wearamask,05-12-2016 12:36,59,266,2046,False,11-08-2020 15:38,Skeptical. But hopeful this works. #vaccine #CovidVaccine https://t.co/tr104k8eIB,"['vaccine', 'CovidVaccine']",Twitter for iPhone,False
Estes Morgan,"Colorado, USA","Semi-professional life coach, militant BHM, militant BBW ally, mediocre chef, pretty good bartender, Vintage 2T expert🏍. #BikersforBiden 🌈🥃 #BidenHarris2020",27-11-2016 17:28,1842,2682,15759,False,11-08-2020 15:36,How long before donald tries to trade Alaska for Vlad’s b.s. vaccine? #CovidVaccine #COVID,"['CovidVaccine', 'COVID']",Twitter for iPad,False
Saimani Siddiq,,"Inspired✊ by Rammi.. 🎖
DHF @PavanKalyan
         @AlwaysRamCharan
Ceo of this account. 😁",25-07-2019 03:13,58,102,274,False,11-08-2020 15:36,Russia has launched the world’s first COVID-19 vaccine: Heres all you need to know https://t.co/yiaQXoA3LP… https://t.co/k1OkLGfnyU,,Twitter for Android,False
Gangadhar Appu,"Karnataka, India",Appu devote 🙏😘   😁 Momz call me Appu 😘 #BEARD 💖 👊  love to Travel and   💖 adventure  💖  joy addict  😂 ATTITUDEFREAKE ☝,31-08-2018 02:34,15,60,1801,False,11-08-2020 15:34,"Some where I feel that  sanitaiser manufacturers and mask manufacturers,
By combining partnership  they generated… https://t.co/DGTE105Q1X",,Twitter Web App,False
Deepak Tanwer Project,Solan,"#हिमाचली 
#भोले #का #भक्त 
#कलाकार 
#मोहित #फैन
#चित्रकला
 #सत्य#शन्ति #प्यार #मोक्ष
😉💙🕉",12-06-2018 22:46,242,238,5960,False,11-08-2020 15:33,Technically the world’s first #CovidVaccine is ready ! #RussianVaccine,"['CovidVaccine', 'RussianVaccine']",Twitter Web App,False
Medical News Bulletin,"Toronto, Ontario",A not-for-profit online magazine providing you with the latest news in health and medical research. Tweets are not medical advice.,26-11-2013 15:34,2578,2132,701,False,11-08-2020 15:33,Top 3 COVID-19 vaccine candidates and how they work.  #COVID19 #pandemic #COVIDvaccine #vaccines… https://t.co/JV9xkSoqjP,"['COVID19', 'pandemic', 'COVIDvaccine', 'vaccines']",Buffer,False
শিলাদিত্য সাহা,,,29-07-2020 17:34,0,10,94,False,11-08-2020 15:32,@ashwinravi99 It's a great news. I hope this works out well. #feelingpositive #Covid_19 #CovidVaccine,"['feelingpositive', 'Covid_19', 'CovidVaccine']",Twitter for Android,False
Riniki Deka,"Nalbari, India","Facebook- https://t.co/MkuC5MX903
follow me (instragram) - rinikideka",03-02-2018 09:06,1380,116,27634,False,11-08-2020 15:31,"Breaking : #Russia released world's first #CovidVaccine.

#Putin said ""Russian health ministry has approved vaccine… https://t.co/Dd6P8bB5Fx","['Russia', 'CovidVaccine', 'Putin']",Twitter for Android,False
Senator Bulworth,Sufficiently Outside The Capital Beltway But Safely Ensconced Somewhere Within The Boundary Of FEMA Region III,"""But the ones that make me listen pay for thirty second spots."" - Bulworth Rap",12-08-2009 23:14,77,218,41,False,11-08-2020 15:31,"Will the 30% (supported by survey data) who refuse the #CovidVaccine be relegated to 2nd Class Citizen status,… https://t.co/k6zC6jTYuP",['CovidVaccine'],Twitter Web App,False
"Centex Studies, Inc.","Lake Charles, LA","Centex Studies, Inc. is a group of clinical research sites that conduct clinical trials on novel and breakthrough treatments and devices.",04-09-2019 17:38,10,78,1,False,11-08-2020 15:30,"Without an #FDA approved #COVIDVaccine, our elderly and other vulnerable populations remain at risk. Find out how y… https://t.co/sOmqx7qMLJ","['FDA', 'COVIDVaccine']",Hootsuite Inc.,False
Vipul Anand,"Bihar, India","★•सत्यमेव जयते•★
#BJP🚩#bjp_lover 
#_RSS
Follower of @modiji 🙏
Perpetual optimism is a force multiplier.",11-07-2019 17:40,74,222,1110,False,11-08-2020 15:30,"Breaking : #Russia released world's first #CovidVaccine.

#Putin said ""Russian health ministry has approved vaccine… https://t.co/s8PzsIKgHp","['Russia', 'CovidVaccine', 'Putin']",Twitter for Android,False
Benji Seitlhamo,South Africa,Patriotic ambassador of South Africa 🇿🇦| Internationalist| Diplomat| Generational Thinker| Activist| AN RT IS NOT AN ENDORSEMENT|,07-05-2012 13:47,5845,6028,123872,False,11-08-2020 15:30,"Are you willing to take Russia's 🇷🇺 new vaccine called Sputnik to cure #COVID19?

#COVID19SouthAfrica #COVID19inSA… https://t.co/ujqp2w5RGY","['COVID19', 'COVID19SouthAfrica', 'COVID19inSA']",Twitter for Android,False
भानु वशिष्ठ ♥️,"Noida, India","| imagine |💭
| create |📝
| share |🔄",10-08-2020 15:19,3,10,38,False,11-08-2020 15:29,"Nobody:
Putin: taking orders for covid vaccine 🤕
.
.
.
#RussianVaccine #CovidVaccine #Covid_19 https://t.co/f97vli0724","['RussianVaccine', 'CovidVaccine', 'Covid_19']",Twitter for Android,False
Neeraj Thakur,Delhi,"On a journey; exploring 'Isms' through prisms of various epochs.

And Justice For All; Nothing Else Matters!",05-11-2009 04:02,485,267,419,False,11-08-2020 15:28,This reminds us of the old Cold-war days when Russia and the US competed for achieving breakthroughs in scientific… https://t.co/xxYW9IasJB,,Twitter for Android,False
Juwel Deb,"Kolkata, India","Student at Msc Biochemistry , Instagramer , Blogger , Social work . 
#IndiafightsCorona",10-02-2015 11:17,33,211,2718,False,11-08-2020 15:27,"Russia's newly-developed Covid-19 vaccine has been named 'Sputnik V' for international markets.
#CovidVaccine… https://t.co/9HIQ7xGJaN",['CovidVaccine'],Twitter for Android,False
theaasthathapa,,"XVIII 🙋 from a small town living the life of two,three,four all in her mind | Bunny from YJHD, Ilahi lives inside me | Chai | Sky | Miles to go before I sleep.",09-08-2020 05:02,14,40,25,False,11-08-2020 15:26,"Putin has put all his efforts in announcing the discovery of vaccine !!! 
.
Meanwhile the one who actually discover… https://t.co/DqvRthepX0",,Twitter for Android,False
Amrita,"Delhi, India","Nationalist.🇮🇳 Humanitarian. Speaks and Supports only Truth. Data Science Professional, Youtuber, Traveller, Influencer- Opinions are my own.",05-04-2018 11:34,52,328,2098,False,11-08-2020 15:25,"Only if I can read the efficacy results of the trial, wait do I have to learn russian for it? 😒
#RussianVaccine… https://t.co/diFJPmHhUf",['RussianVaccine'],Twitter for Android,False
DJ CAS 🇮🇳,Kolkata,DJ/ Music Producer || HEAD Resident DJ at EPISODE ONE || https://t.co/O6BM6JMFEy || https://t.co/Mqf8WUIKtI || https://t.co/yoc4wrcxjk ||,30-11-2010 21:46,235,179,128,False,11-08-2020 15:24,"Covid Items Bechne Walo ...

Stock Clear Karo Vaccine Aa Gaya ...

&amp; Save Money  Vaccine Bhi To Black me Bechna Hai… https://t.co/4J8Aws8O9y",,Twitter for Android,False
Rohith Anjunath Vadigineni,"Ongole, India",#VRA😎,01-09-2018 04:57,14,156,173,False,11-08-2020 15:24,Thank U  @Russia  For bringing first covid medicine to the World. Indeed U stand with the World in this Panic and d… https://t.co/LcfvTpahJz,,Twitter for Android,False
The Infacto,"Surat, India","The Infacto is website which provides news, opinion, history, political news, updates and inside story of latest controversy.",16-07-2020 13:59,4,0,0,False,11-08-2020 15:22,"Russian President Vladimir Putin announce first Covid 19 vaccine.
Names vaccine from reference of Sputnik V. Read f… https://t.co/HLRVZyaXkF",,Twitter for Android,False
The Dark Knight,"Jaipur, India","I eat, tweet, forget, regret, delete, repeat, admit defeat.",24-09-2012 16:49,267,1088,9940,False,11-08-2020 15:22,"Russians be like if we have to make the COVID vaccine, Soviet.
#PunIntended #CovidVaccine","['PunIntended', 'CovidVaccine']",Twitter for Android,False
ShubhBajwa,"Rudrapur, India",Proud To Be A Sikh,17-06-2013 14:44,19,150,970,False,11-08-2020 15:21,Russia registers world's first COVID19 vaccine. #CoronavirusVaccine #CovidVaccine #RussianVaccine,"['CoronavirusVaccine', 'CovidVaccine', 'RussianVaccine']",Twitter for iPhone,False
Commerce Duniya,,"CA student is composition of a Compassionate, Cheerful, and Cool Aspirant. I will be a Chartered Accountant.
https://t.co/RhAlLlfyJA…",25-09-2019 06:28,4,15,20,False,11-08-2020 15:21,"First Covid 19 Vaccin Announced By Russia
https://t.co/YsncAsjIki
#RussianVaccine #HappyJanmashtami #tuesdayvibes… https://t.co/0fniNBQBTT","['RussianVaccine', 'HappyJanmashtami', 'tuesdayvibes']",Twitter for Android,False
Stephanie Rose,"Florida, USA  ","Entrepreneur / business owner since 2016 🤞

""Olly, olly, oxen free."" 🙈",16-06-2020 11:09,13,10,644,False,11-08-2020 15:19,"So, basically, #Covid19 #vaccine will lessen the degree of severity of the disease which is similar to most of othe… https://t.co/v7KcmRkrAb","['Covid19', 'vaccine']",Twitter Web App,False
Tommy Campbell,Vancouver,"Comedian touring with Jim Jefferies | Actor: The Dark Knight, Dr Who, Edge of Tomorrow | BBQ Foodie | Three albums on Spotify https://t.co/Rz9gc7TAaG",12-04-2009 22:41,56819,7463,147474,True,11-08-2020 15:19,"First look at Russia’s Coronavirus Vaccine. 
#CovidVaccine #CoronavirusVaccine https://t.co/q6J7t1J351","['CovidVaccine', 'CoronavirusVaccine']",Twitter for iPad,False
H@®⚡H,India,"Proud #Indian 🇮🇳 respect 4 #Humanity #fitness enthusiast #cyclinglover #Promote #HealthyLifestyle & #Right #Business #consultant #software  
RTs❌ Endorsements",04-05-2010 14:17,529,660,27815,False,11-08-2020 15:18,"#Russia played like @virendersehwag Viru Paji 🙏 against #coronavirus

#RussianVaccine 
#CovidVaccine","['Russia', 'coronavirus', 'RussianVaccine', 'CovidVaccine']",Twitter for Android,False
Emilio,Ella ,Mechanizing Musician | Sigma | Serein | Ella Marie N. Bentulan,09-06-2017 14:02,579,704,1157,False,11-08-2020 15:15,For mother russia #CovidVaccine https://t.co/gWlrOBDdic,['CovidVaccine'],Twitter Web App,False
SM Riswan,"Tamil Nadu, India",Editorial admin at The Times of India @timesofindia l My views are personal l CEO @toptamilreview,11-03-2015 11:21,402,187,837,False,11-08-2020 15:14,“Russia developed a vaccine against the coronavirus Says Prez Vladimir Putin” by Riswan https://t.co/HoCjKWPouE… https://t.co/HWBhKZfyRK,,Twitter for Android,False
Health City,Canada,"Health City helps pave the way for the transformation of our health economy, driving improved health outcomes and economic development for our region.",06-04-2017 02:27,1502,708,1729,False,11-08-2020 15:14,Interested in learning what types of COVID-19 treatments and vaccines are currently being researched and developed?… https://t.co/9mCRf7GPVk,,Twitter Web App,False
MiscFortune,,Making random predictions and watching them come true. Told ya so.,07-08-2020 03:33,0,6,0,False,11-08-2020 15:12,"Anyone else think Trump will push through a covid vaccine before the election, just to stay in office? And riots wi… https://t.co/XdiNlj7x3T",,Twitter for iPhone,False
